Term Name,Subject,Catalog Nbr,Crs Descr,Class Section,Instructor,Total,A+,A,A-,B+,B,B-,C+,C,P,C-,D,F,Withdrawal,Inc/No Grade,Average GPA
Term,Subject,Course Number,Course Description,Class Section,Instructor,Total Enrolled,A+,A,A-,B+,B,B-,C+,C,P,C-,D,F,Withdrawal,Inc/No Grade,Average GPA
Fall 2019,ARTH,102,History of Western Art II,3,"HARTEL JR, H",42,1,1,2,3,2,6,3,8,0,6,3,6,1,0,2.03902439
Fall 2019,ARTH,113,Survey of Modern Art,1,"POWERS, E",42,0,1,1,6,2,4,2,5,0,2,6,6,6,1,1.951428571
Fall 2019,ARTH,114,Survey of Asian Art,1,"WALDRON, L",51,0,1,0,2,2,4,1,6,0,6,2,19,5,3,1.253488372
Fall 2019,ARTH,200,Studies in The History of Art,1,"CLARK, W",15,0,2,2,2,5,0,0,2,0,0,0,0,1,1,3.153846154
Fall 2019,ARTH,200,Studies in The History of Art,2,"WALDRON, L",30,0,0,0,2,2,0,2,2,0,2,5,3,10,2,1.644444444
Fall 2019,ARTH,201,Vt: Hist Of Architech,1,"PEREDO, R",30,0,12,6,2,1,3,0,0,0,0,2,0,3,1,3.457692308
Fall 2019,ARTH,211,Early Christian/Byzt,1,"FREEMAN, E",35,5,4,2,4,5,4,3,1,1,1,2,0,3,0,3.064516129
Fall 2019,ARTH,256,Contemporary Art Practices,1,"POWERS, E",39,0,0,3,2,6,3,0,4,0,4,4,4,8,1,2.086666667
Fall 2019,ARTH,258,History of Photography,1,"HARTEL JR, H",40,1,3,3,1,1,5,2,3,0,7,5,3,3,3,2.188235294
Fall 2019,ARTH,254W,Twentieth-Century Art,2,"POWERS, E",25,0,0,2,0,4,4,0,3,0,0,3,0,8,1,2.45
Fall 2019,ARTS,150,Fundamentals of Art,1,"MITCHELL, T",18,3,10,4,0,1,0,0,0,0,0,0,0,0,0,3.877777778
Fall 2019,ARTS,150,Fundamentals of Art,2,"NADEAU, R",18,5,10,1,0,2,0,0,0,0,0,0,0,0,0,3.872222222
Fall 2019,ARTS,151,Drawing I,4,"ESPOSITO, C",17,0,11,3,0,1,1,0,0,0,0,0,0,1,0,3.8
Fall 2019,ARTS,151,Drawing I,5,"CANNON, J",17,4,4,5,2,0,1,0,0,0,0,0,0,0,1,3.7375
Fall 2019,ARTS,151,Drawing I,3,"CROWE, S",17,2,2,10,0,2,0,0,0,0,0,0,0,1,0,3.6875
Fall 2019,ARTS,151,Drawing I,1,"CANNON, J",17,4,4,5,1,0,1,0,1,0,0,0,0,1,0,3.65625
Fall 2019,ARTS,151,Drawing I,2,"COHEN, N",21,4,5,3,5,1,1,0,0,0,0,0,0,1,1,3.647368421
Fall 2019,ARTS,151,Drawing I,QI1,"ESPOSITO, C",11,0,6,1,2,1,0,0,1,0,0,0,0,0,0,3.572727273
Fall 2019,ARTS,157,Digital Moviemaking 1,1,"LEOPOLD, R",18,0,8,1,1,2,1,0,1,0,0,0,0,4,0,3.55
Fall 2019,ARTS,161,Painting I,2,"PIERRE, N",17,0,11,4,0,0,0,0,0,0,0,0,0,2,0,3.92
Fall 2019,ARTS,161,Painting I,1,"PALMER, M",17,8,5,1,1,0,0,1,0,0,0,0,0,1,0,3.83125
Fall 2019,ARTS,161,Painting I,4,"PIERRE, N",17,2,9,1,1,3,1,0,0,0,0,0,0,0,0,3.688235294
Fall 2019,ARTS,161,Painting I,3,"PARK, S",13,1,2,1,3,4,0,1,0,0,0,0,0,1,0,3.325
Fall 2019,ARTS,165,Digital Imagemaking,3,"MESA-PELLY, D",17,2,10,3,1,0,0,0,0,0,0,0,0,1,0,3.9
Fall 2019,ARTS,165,Digital Imagemaking,4,"MINIELLI, G",18,5,7,2,2,0,0,0,0,0,0,0,0,1,1,3.875
Fall 2019,ARTS,165,Digital Imagemaking,2,"DODSON, L",18,0,11,3,2,1,1,0,0,0,0,0,0,0,0,3.744444444
Fall 2019,ARTS,165,Digital Imagemaking,1,"DODSON, L",17,0,5,3,5,0,0,0,2,0,0,0,0,2,0,3.44
Fall 2019,ARTS,171,Color and Design I,1,"KAROL, D",18,2,5,3,6,1,0,0,0,0,0,0,0,1,0,3.641176471
Fall 2019,ARTS,171,Color and Design I,2,"KAROL, D",19,2,2,6,5,0,1,1,0,0,0,0,0,2,0,3.511764706
Fall 2019,ARTS,172,Game Design,1,"MARZEC, A",17,1,4,3,4,1,1,0,1,0,0,0,0,1,1,3.466666667
Fall 2019,ARTS,176,Photography I,4,"MINIELLI, G",18,4,10,4,0,0,0,0,0,0,0,0,0,0,0,3.933333333
Fall 2019,ARTS,176,Photography I,1,"GONZALEZ, A",11,0,7,2,1,0,0,0,0,0,0,0,0,1,0,3.87
Fall 2019,ARTS,176,Photography I,2,"HARRIS, S",16,4,5,2,2,0,0,0,0,0,0,0,0,2,1,3.846153846
Fall 2019,ARTS,176,Photography I,3,"HARRIS, S",17,4,1,4,1,0,0,1,1,0,1,0,0,2,2,3.392307692
Fall 2019,ARTS,182,Introduction to Sculpture,2,"CROWE, S",17,3,11,2,0,0,0,0,0,0,0,0,0,0,1,3.9625
Fall 2019,ARTS,182,Introduction to Sculpture,4,"LIEB, N",17,4,4,5,3,1,0,0,0,0,0,0,0,0,0,3.729411765
Fall 2019,ARTS,182,Introduction to Sculpture,1,"COHEN, N",16,2,4,3,3,1,0,0,0,0,0,0,0,2,1,3.692307692
Fall 2019,ARTS,182,Introduction to Sculpture,3,"LIEB, N",17,1,4,5,3,1,1,0,0,0,0,0,1,1,0,3.38125
Fall 2019,ARTS,186,Ceramics I,4,"MULFORD, A",17,4,7,1,1,0,0,1,0,0,0,0,0,2,1,3.807142857
Fall 2019,ARTS,186,Ceramics I,3,"MULFORD, A",19,3,5,2,4,0,0,0,0,0,0,0,0,2,3,3.757142857
Fall 2019,ARTS,186,Ceramics I,1,"EBNER, R",18,2,3,4,3,3,0,0,0,0,0,0,0,1,2,3.58
Fall 2019,ARTS,186,Ceramics I,2,"HO, S",19,0,12,3,0,0,0,0,0,0,0,0,2,1,1,3.476470588
Fall 2019,ARTS,187,Graphic Novel I,1,"THURBER, M",18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4
Fall 2019,ARTS,188,VT: Illustration I,3,"SMITH, R",18,0,17,0,0,0,0,0,0,0,0,0,0,1,0,4
Fall 2019,ARTS,188,VT: Illustration I,1,"LEE, H",19,8,7,1,1,0,1,0,0,0,0,0,0,1,0,3.872222222
Fall 2019,ARTS,188,VT: Illustration I,4,"SMITH, R",19,0,15,0,4,0,0,0,0,0,0,0,0,0,0,3.852631579
Fall 2019,ARTS,188,VT: Illustration I,2,"MORK, R",17,7,1,1,3,1,1,0,0,0,1,0,2,0,0,3.117647059
Fall 2019,ARTS,190,Design Foundations,3,"ZENDER, D",18,5,9,3,0,0,0,0,0,0,0,0,0,1,0,3.947058824
Fall 2019,ARTS,190,Design Foundations,2,"RUIZ LOPEZ, C",20,2,1,11,6,0,0,0,0,0,0,0,0,0,0,3.625
Fall 2019,ARTS,190,Design Foundations,1,"LEE, J",20,2,12,1,1,1,0,0,1,0,0,0,1,1,0,3.578947368
Fall 2019,ARTS,190,Design Foundations,4,"MOON, S",20,2,5,7,3,1,0,0,0,0,0,1,0,1,0,3.568421053
Fall 2019,ARTS,190,Design Foundations,5,"TRAVIESO, C",17,1,3,5,1,3,1,0,0,0,0,0,1,2,0,3.3
Fall 2019,ARTS,191,Basic Software for Design,3,"RONQUILLO, M",17,0,12,1,2,0,0,0,0,0,0,0,1,1,0,3.64375
Fall 2019,ARTS,191,Basic Software for Design,2,"RHO, Y",19,0,3,8,7,0,0,0,0,0,0,0,0,1,0,3.594444444
Fall 2019,ARTS,191,Basic Software for Design,5,"TENZER SANTORO, E",19,0,7,4,6,1,0,1,0,0,0,0,0,0,0,3.573684211
Fall 2019,ARTS,191,Basic Software for Design,1,"RHO, Y",19,0,2,7,7,2,0,0,0,0,0,0,0,1,0,3.5
Fall 2019,ARTS,191,Basic Software for Design,4,"JAFRI JR, S",19,1,2,5,4,3,4,0,0,0,0,0,0,0,0,3.342105263
Fall 2019,ARTS,192,Storyboarding & Storytelling,1,"LEE, J",18,1,14,1,0,1,0,0,0,0,0,0,0,1,0,3.923529412
Fall 2019,ARTS,193,VT: Intro to Digital Animation,4,"ZHAO, C",18,5,5,4,1,2,0,0,0,0,0,0,0,1,0,3.770588235
Fall 2019,ARTS,193,VT: Intro to Digital Animation,1,"COWAN, E",19,0,9,5,3,2,0,0,0,0,0,0,0,0,0,3.705263158
Fall 2019,ARTS,193,VT: Intro to Digital Animation,3,"GRELLA, D",17,1,4,6,0,3,0,1,1,0,0,0,0,1,0,3.46875
Fall 2019,ARTS,193,VT: Intro to Digital Animation,2,"COWAN, E",19,0,8,0,6,4,0,0,1,0,0,0,0,0,0,3.463157895
Fall 2019,ARTS,195,Photoshop Basics,1,"PRICE, A",17,0,16,0,0,0,0,0,0,0,0,0,0,0,1,4
Fall 2019,ARTS,195,Photoshop Basics,2,"WON, A",17,1,6,1,2,5,1,1,0,0,0,0,0,0,0,3.429411765
Fall 2019,ARTS,207,Intro to Video Editing I,1,"STEVENS, R",16,0,7,2,0,1,1,0,0,0,0,0,0,5,0,3.736363636
Fall 2019,ARTS,211,Intro to Adobe Illustrator,2,"ACKERMAN, J",20,2,9,5,3,0,0,0,0,0,0,0,0,1,0,3.810526316
Fall 2019,ARTS,211,Intro to Adobe Illustrator,1,"ACKERMAN, J",17,2,6,6,2,0,0,0,0,0,0,0,0,1,0,3.8
Fall 2019,ARTS,213,Vt: 3d Modeling,1,"VOLDMAN, B",17,4,6,4,0,0,0,0,1,0,0,0,0,2,0,3.786666667
Fall 2019,ARTS,214,Web Design I,1,"PINNOCK, V",18,12,4,1,0,1,0,0,0,0,0,0,0,0,0,3.927777778
Fall 2019,ARTS,214,Web Design I,3,"ROZANOVA, K",17,8,4,4,0,0,0,0,0,0,0,0,0,1,0,3.925
Fall 2019,ARTS,214,Web Design I,4,"ROZANOVA, K",17,7,5,2,0,0,0,0,0,0,0,0,1,2,0,3.693333333
Fall 2019,ARTS,214,Web Design I,2,"MARZEC, A",18,0,7,2,2,2,3,1,0,0,0,0,0,0,1,3.435294118
Fall 2019,ARTS,215,Traditional Animation,1,"THURBER, M",18,0,17,0,0,0,0,0,0,0,0,0,0,1,0,4
Fall 2019,ARTS,215,Traditional Animation,2,"LABRACIO, L",17,1,7,2,0,2,2,1,1,0,0,0,0,1,0,3.44375
Fall 2019,ARTS,240,Drawing ll,1,"NADEAU, R",17,2,12,2,0,0,0,0,0,0,0,0,0,1,0,3.9625
Fall 2019,ARTS,240,Drawing ll,3,"COSBY, E",11,1,4,3,0,0,0,0,0,0,0,0,0,1,2,3.8875
Fall 2019,ARTS,240,Drawing ll,4,"BELOFF, Z",17,3,6,1,2,3,0,0,0,0,0,0,0,1,1,3.686666667
Fall 2019,ARTS,240,Drawing ll,4,"SHOLETTE, G",17,3,6,1,2,3,0,0,0,0,0,0,0,1,1,3.686666667
Fall 2019,ARTS,240,Drawing ll,2,"PRIESTLY, D",11,0,4,2,0,0,2,0,1,0,0,0,0,1,1,3.422222222
Fall 2019,ARTS,241,Design I,4,"WHITCRAFT, D",18,4,9,1,1,1,1,0,0,0,0,0,0,1,0,3.805882353
Fall 2019,ARTS,241,Design I,1,"RUIZ LOPEZ, C",19,1,9,4,1,1,1,1,0,0,0,0,1,0,0,3.478947368
Fall 2019,ARTS,241,Design I,2,"VLADOVA, O",18,0,5,3,0,6,3,0,0,0,0,0,0,1,0,3.364705882
Fall 2019,ARTS,241,Design I,3,"SANTIAGO, B",16,1,3,1,0,2,1,0,4,0,1,0,0,3,0,2.930769231
Fall 2019,ARTS,242,Typography I,4,"WHITCRAFT, D",18,2,8,4,3,0,0,0,0,0,0,0,0,1,0,3.805882353
Fall 2019,ARTS,242,Typography I,2,"SHAW, S",19,0,5,8,3,2,0,0,0,0,0,0,0,1,0,3.638888889
Fall 2019,ARTS,242,Typography I,3,"SHAW, S",18,0,5,6,1,4,1,1,0,0,0,0,0,0,0,3.472222222
Fall 2019,ARTS,242,Typography I,1,"BARRAGAN, D",18,0,2,0,1,1,8,1,0,0,2,0,1,2,0,2.6
Fall 2019,ARTS,245,Typography II,3,"WU, E",20,0,5,8,7,0,0,0,0,0,0,0,0,0,0,3.635
Fall 2019,ARTS,245,Typography II,1,"DEROSA, A",20,0,4,4,2,3,2,1,0,0,0,1,0,3,0,3.241176471
Fall 2019,ARTS,245,Typography II,2,"KORPIJAAKKO, T",20,0,4,0,2,10,2,0,1,0,0,0,0,0,1,3.157894737
Fall 2019,ARTS,246,Design II,2,"BALNOVA, N",17,0,3,5,6,3,0,0,0,0,0,0,0,0,0,3.488235294
Fall 2019,ARTS,246,Design II,1,"BALNOVA, N",20,0,9,2,4,2,1,0,0,0,0,0,1,0,1,3.436842105
Fall 2019,ARTS,246,Design II,3,"JOCKIN, T",20,2,2,1,4,7,1,2,0,0,0,0,0,1,0,3.221052632
Fall 2019,ARTS,249,Creative Coding,1,"WOO, D",19,3,6,3,4,0,1,0,0,0,0,0,0,2,0,3.705882353
Fall 2019,ARTS,259,Illustration II,1,"ZENDER, D",17,4,11,1,0,0,0,0,0,0,0,0,0,1,0,3.98125
Fall 2019,ARTS,259,Illustration II,2,"SCHOENBRUN, D",18,0,4,5,2,5,0,0,0,0,1,0,0,0,1,3.4
Fall 2019,ARTS,260,Painting II,1,"NADEAU, R",16,1,12,1,0,0,0,0,0,0,0,0,0,0,2,3.978571429
Fall 2019,ARTS,260,Painting II,2,"COSBY, E",13,0,10,2,1,0,0,0,0,0,0,0,0,0,0,3.9
Fall 2019,ARTS,263,App Design,1,"RAMANATHAN, G",16,2,1,4,5,1,0,0,0,0,0,0,1,1,1,3.307142857
Fall 2019,ARTS,264,Painting III,1,"PRIESTLY, D",14,0,6,3,2,1,2,0,0,0,0,0,0,0,0,3.578571429
Fall 2019,ARTS,266,Children?s Book Illustration,1,"TOLSTIKOVA, D",17,0,11,0,3,2,0,0,0,0,0,1,0,0,0,3.582352941
Fall 2019,ARTS,272,Intaglio,1,"MACKIE, L",17,2,7,4,0,1,0,0,0,0,0,0,0,0,3,3.842857143
Fall 2019,ARTS,274,Serigraphy/Silkscreen,1,"MACKIE, L",16,3,7,3,2,1,0,0,0,0,0,0,0,0,0,3.79375
Fall 2019,ARTS,279,VT: Animation and 3-D Modeling,1,"VOLDMAN, B",17,6,8,2,0,0,0,0,0,0,0,0,0,1,0,3.9625
Fall 2019,ARTS,282,VT: Ceramics II,1,"GRECO, M",15,2,5,3,1,0,0,0,0,0,0,0,0,0,4,3.854545455
Fall 2019,ARTS,283,VT: Sculpture II,2,"MITCHELL, T",14,0,12,0,0,0,0,0,0,0,0,0,0,2,0,4
Fall 2019,ARTS,283,VT: Sculpture II,1,"MACDOUGALL III, M",11,2,6,1,0,0,0,0,0,0,0,0,0,0,2,3.966666667
Fall 2019,ARTS,286,Interaction Design,1,"MARTES, H",17,0,1,4,9,0,0,0,0,0,1,0,1,1,0,3.1375
Fall 2019,ARTS,289,Publication Design,1,"KORPIJAAKKO, T",19,1,3,3,7,3,1,1,0,0,0,0,0,0,0,3.378947368
Fall 2019,ARTS,290,Motion Graphics,2,"SALCER, A",18,0,4,5,1,2,2,0,2,0,1,0,0,1,0,3.229411765
Fall 2019,ARTS,290,Motion Graphics,1,"JAFRI JR, S",19,3,1,2,2,5,2,2,0,0,2,0,0,0,0,3.073684211
Fall 2019,ARTS,296,Advertising Design,2,"VLADOVA, O",16,2,2,5,1,2,2,0,0,0,0,0,0,2,0,3.514285714
Fall 2019,ARTS,296,Advertising Design,1,"WILLIAMS, C",18,0,4,7,3,1,1,0,1,0,0,0,1,0,0,3.305555556
Fall 2019,ARTS,314,Web Design II,1,"MASTERS, B",12,0,3,0,2,2,0,0,1,0,1,0,2,1,0,2.572727273
Fall 2019,ARTS,333,Intro Social Engaged Art Pract,1,"GRULLON, A",20,5,12,0,0,1,0,0,0,0,0,0,0,1,1,3.944444444
Fall 2019,ARTS,345,Design III,2,"DEROSA, A",19,2,5,6,1,3,1,0,0,0,0,0,0,1,0,3.622222222
Fall 2019,ARTS,345,Design III,1,"DEROSA, A",18,3,5,2,1,2,2,1,1,0,0,0,0,1,0,3.435294118
Fall 2019,ARTS,345,Design III,3,"TRAVIESO, C",20,0,5,4,1,8,1,0,0,0,0,0,0,1,0,3.410526316
Fall 2019,ARTS,350,VT: Comparative Analysis,2,"KAUPER, K",22,0,15,4,0,3,0,0,0,0,0,0,0,0,0,3.809090909
Fall 2019,ARTS,350,VT: Comparative Analysis,1,"BASS, C",14,0,6,2,3,1,2,0,0,0,0,0,0,0,0,3.55
Fall 2019,ARTS,359,Illustration III,1,"SMITH, R",10,3,2,1,0,0,1,0,0,0,0,0,1,2,0,3.3
Fall 2019,ARTS,370,VT: Special Topics in Design,1,"WOO, D",15,5,1,3,2,1,0,0,1,0,0,0,0,1,1,3.592307692
Fall 2019,ARTS,370,VT: Special Topics in Design,3,"GRELLA, D",16,1,1,2,2,4,1,1,2,0,0,0,1,0,1,2.866666667
Fall 2019,ARTS,370,VT: Special Topics in Design,4,"JOCKIN, T",18,3,2,0,1,5,0,0,0,0,0,2,3,2,0,2.51875
Fall 2019,ARTS,390,Vt: Studies In Contemp Art,1,"KAUPER, K",11,0,6,3,1,1,0,0,0,0,0,0,0,0,0,3.763636364
Fall 2019,ARTS,391,VT: Senior Project,1,"HO, S",20,0,8,6,4,2,0,0,0,0,0,0,0,0,0,3.67
Fall 2019,ARTS,395,Senior Portfolio,2,"LEE, H",17,9,5,2,0,0,0,0,0,0,0,0,0,1,0,3.9625
Fall 2019,ARTS,395,Senior Portfolio,3,"SALCER, A",14,1,3,1,0,3,3,1,0,0,1,0,0,1,0,3.138461538
Fall 2019,ASTR,1,General Astronomy,3,"CIVILETTI, M",120,1,19,8,19,14,12,11,10,1,7,12,3,3,0,2.723275862
Fall 2019,ASTR,1,General Astronomy,1,"CIVILETTI, M",107,0,7,3,7,21,22,13,20,0,4,5,1,3,1,2.585436893
Fall 2019,ASTR,1,General Astronomy,2,"CIVILETTI, M",120,2,3,6,9,17,9,15,16,2,11,13,3,13,1,2.359615385
Fall 2019,ASTR,1,General Astronomy,4,"CIVILETTI, M",95,0,2,5,7,14,8,10,24,2,4,4,6,9,0,2.321428571
Fall 2019,ASTR,1,General Astronomy,5,"CADIEU, F",57,0,8,1,3,8,2,3,9,0,0,5,7,11,0,2.280434783
Fall 2019,ASTR,2,General Astronomy W/ Lab,1,"CIVILETTI, M",26,0,3,3,2,4,2,3,4,0,3,0,0,2,0,2.795833333
Fall 2019,ASTR,2,General Astronomy W/ Lab,1,"KOSTOPOULOS, I",26,0,3,3,2,4,2,3,4,0,3,0,0,2,0,2.795833333
Fall 2019,ASTR,2,General Astronomy W/ Lab,3,"GLASS, P",24,0,1,4,1,2,2,3,1,1,2,2,0,5,0,2.655555556
Fall 2019,ASTR,2,General Astronomy W/ Lab,3,"KOSTOPOULOS, I",24,0,1,4,1,2,2,3,1,1,2,2,0,5,0,2.655555556
Fall 2019,BALA,100,Intro Seminar,4,"KELLY, C",18,0,4,3,4,2,0,2,0,0,0,1,0,2,0,3.24375
Fall 2019,BALA,100,Intro Seminar,5,"KELLY, C",18,0,0,5,3,4,2,1,0,2,0,0,0,1,0,3.206666667
Fall 2019,BALA,100,Intro Seminar,2,"LEVENTHAL, D",31,4,4,6,3,3,4,2,4,0,0,0,1,0,0,3.112903226
Fall 2019,BALA,100,Intro Seminar,1,"LEVENTHAL, D",21,1,5,3,1,2,3,2,1,0,0,0,1,2,0,3.110526316
Fall 2019,BALA,165,Oral Comm In Wkpl,4,"NAZERIAN, A",15,0,11,2,1,0,0,0,0,0,0,0,0,1,0,3.907142857
Fall 2019,BALA,165,Oral Comm In Wkpl,2,"DRYER, T",19,1,5,3,2,3,3,0,0,0,0,0,0,2,0,3.458823529
Fall 2019,BALA,165,Oral Comm In Wkpl,1,"DRYER, T",20,0,3,4,6,3,1,0,0,0,0,0,0,3,0,3.429411765
Fall 2019,BALA,165,Oral Comm In Wkpl,3,"DRYER, T",20,0,4,4,5,4,2,0,0,0,0,0,1,0,0,3.235
Fall 2019,BALA,200,Intro to Entrepreneurship,2,"LEVENTHAL, S",18,0,6,5,0,3,2,0,1,0,0,0,0,1,0,3.464705882
Fall 2019,BALA,200,Intro to Entrepreneurship,3,"LEVENTHAL, S",19,2,3,5,0,6,0,0,1,0,0,0,0,2,0,3.441176471
Fall 2019,BALA,200,Intro to Entrepreneurship,1,"TROUDT, E",14,5,3,2,0,0,0,0,1,0,0,2,1,0,0,3.1
Fall 2019,BALA,302,Law and Ethics of Business,3,"ROSEN, T",14,4,6,3,0,0,1,0,0,0,0,0,0,0,0,3.842857143
Fall 2019,BALA,302,Law and Ethics of Business,1,"ROSEN, T",19,1,10,6,2,0,0,0,0,0,0,0,0,0,0,3.831578947
Fall 2019,BALA,302,Law and Ethics of Business,2,"LEVENTHAL, D",12,0,2,4,3,2,1,0,0,0,0,0,0,0,0,3.45
Fall 2019,BALA,303,Analyt Prob Solv Bus,2,"LEVENTHAL, S",10,1,3,1,1,3,1,0,0,0,0,0,0,0,0,3.47
Fall 2019,BALA,303,Analyt Prob Solv Bus,1,"LEVENTHAL, S",13,1,1,2,2,3,3,1,0,0,0,0,0,0,0,3.184615385
Fall 2019,BALA,303,Analyt Prob Solv Bus,3,"LEVENTHAL, S",11,0,3,1,0,4,0,0,2,0,1,0,0,0,0,3.036363636
Fall 2019,BALA,3983,VT: Special Topics in Business,1,"CARVAJAL, J",22,5,7,3,2,1,3,0,0,0,0,0,0,0,1,3.657142857
Fall 2019,BALA,103W,Critical Thinking in Business,1,"ROSEN, T",17,3,8,4,2,0,0,0,0,0,0,0,0,0,0,3.847058824
Fall 2019,BALA,103W,Critical Thinking in Business,3,"KUHN, S",18,1,11,2,1,1,1,0,0,0,0,0,0,1,0,3.788235294
Fall 2019,BALA,103W,Critical Thinking in Business,4,"KUHN, S",16,1,9,2,1,1,2,0,0,0,0,0,0,0,0,3.69375
Fall 2019,BALA,103W,Critical Thinking in Business,2,"LEVENTHAL, D",18,3,4,3,2,2,0,2,0,0,1,0,0,1,0,3.411764706
Fall 2019,BALA,201W,Writing for Business,2,"BORENSTEIN, D",20,1,11,6,1,0,0,0,1,0,0,0,0,0,0,3.775
Fall 2019,BALA,201W,Writing for Business,3,"NAZERIAN, A",20,0,10,6,3,1,0,0,0,0,0,0,0,0,0,3.755
Fall 2019,BALA,201W,Writing for Business,1,"BORENSTEIN, D",21,2,10,2,3,1,1,0,1,0,0,0,0,1,0,3.65
Fall 2019,BIOL,11,Intro to College Biology,1D,"CHEUNG, D",20,3,5,8,0,3,1,0,0,0,0,0,0,0,0,3.665
Fall 2019,BIOL,11,Intro to College Biology,1D,"MUEHLBAUER, E",20,3,5,8,0,3,1,0,0,0,0,0,0,0,0,3.665
Fall 2019,BIOL,11,Intro to College Biology,1C,"MUEHLBAUER, E",18,5,3,4,3,3,0,0,0,0,0,0,0,0,0,3.65
Fall 2019,BIOL,11,Intro to College Biology,1C,"YOUNGBLOOD, M",18,5,3,4,3,3,0,0,0,0,0,0,0,0,0,3.65
Fall 2019,BIOL,11,Intro to College Biology,1F,"LARIAN, L",19,2,5,2,6,1,1,0,0,0,0,0,0,2,0,3.582352941
Fall 2019,BIOL,11,Intro to College Biology,1F,"MUEHLBAUER, E",19,2,5,2,6,1,1,0,0,0,0,0,0,2,0,3.582352941
Fall 2019,BIOL,11,Intro to College Biology,1G,"MUEHLBAUER, E",17,4,4,1,5,1,1,1,0,0,0,0,0,0,0,3.541176471
Fall 2019,BIOL,11,Intro to College Biology,1G,"PURVIN, E",17,4,4,1,5,1,1,1,0,0,0,0,0,0,0,3.541176471
Fall 2019,BIOL,11,Intro to College Biology,1B,"CHEUNG, D",20,3,6,3,4,2,0,1,1,0,0,0,0,0,0,3.53
Fall 2019,BIOL,11,Intro to College Biology,1B,"MUEHLBAUER, E",20,3,6,3,4,2,0,1,1,0,0,0,0,0,0,3.53
Fall 2019,BIOL,11,Intro to College Biology,1H,"MUEHLBAUER, E",17,2,4,3,4,3,0,1,0,0,0,0,0,0,0,3.505882353
Fall 2019,BIOL,11,Intro to College Biology,1H,"PIROVOLIKOS, F",17,2,4,3,4,3,0,1,0,0,0,0,0,0,0,3.505882353
Fall 2019,BIOL,11,Intro to College Biology,1A,"MANIEGO, C",18,4,2,1,7,4,0,0,0,0,0,0,0,0,0,3.488888889
Fall 2019,BIOL,11,Intro to College Biology,1A,"MUEHLBAUER, E",18,4,2,1,7,4,0,0,0,0,0,0,0,0,0,3.488888889
Fall 2019,BIOL,11,Intro to College Biology,1E,"KOSINSKI, K",18,1,0,6,4,3,0,0,2,0,0,0,0,2,0,3.275
Fall 2019,BIOL,11,Intro to College Biology,1E,"MUEHLBAUER, E",18,1,0,6,4,3,0,0,2,0,0,0,0,2,0,3.275
Fall 2019,BIOL,11,Intro to College Biology,2B,"JACKMAN, G",18,3,2,0,2,2,3,3,0,0,0,0,1,2,0,2.975
Fall 2019,BIOL,11,Intro to College Biology,2B,"LARIAN, L",18,3,2,0,2,2,3,3,0,0,0,0,1,2,0,2.975
Fall 2019,BIOL,11,Intro to College Biology,3A,"EMMETT, J",18,2,1,1,1,3,0,2,1,0,1,2,0,3,1,2.735714286
Fall 2019,BIOL,11,Intro to College Biology,3E,"EMMETT, J",18,1,1,1,0,4,1,1,1,3,0,2,0,2,1,2.725
Fall 2019,BIOL,11,Intro to College Biology,3E,"REICH, S",18,1,1,1,0,4,1,1,1,3,0,2,0,2,1,2.725
Fall 2019,BIOL,11,Intro to College Biology,2A,"CASTILLO, W",17,1,2,0,0,3,5,3,0,0,0,1,1,1,0,2.65
Fall 2019,BIOL,11,Intro to College Biology,2A,"JACKMAN, G",17,1,2,0,0,3,5,3,0,0,0,1,1,1,0,2.65
Fall 2019,BIOL,11,Intro to College Biology,3F,"ALIM, J",19,2,0,2,2,2,2,2,2,0,0,2,1,1,1,2.588235294
Fall 2019,BIOL,11,Intro to College Biology,3F,"EMMETT, J",19,2,0,2,2,2,2,2,2,0,0,2,1,1,1,2.588235294
Fall 2019,BIOL,11,Intro to College Biology,3C,"EMMETT, J",18,0,0,2,0,3,1,4,2,0,1,1,0,4,0,2.5
Fall 2019,BIOL,11,Intro to College Biology,3C,"YILMAZ, V",18,0,0,2,0,3,1,4,2,0,1,1,0,4,0,2.5
Fall 2019,BIOL,11,Intro to College Biology,1,"MUEHLBAUER, E",147,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0
Fall 2019,BIOL,11,Intro to College Biology,2,"JACKMAN, G",35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
Fall 2019,BIOL,11,Intro to College Biology,3,"EMMETT, J",73,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0
Fall 2019,BIOL,13,Writing Sci - Life Sci Themes,2,"MUEHLBAUER, E",25,10,12,2,0,0,0,0,0,0,0,0,0,1,0,3.975
Fall 2019,BIOL,13,Writing Sci - Life Sci Themes,1,"MUEHLBAUER, E",25,10,12,1,1,0,0,0,0,0,0,0,0,1,0,3.958333333
Fall 2019,BIOL,22,Intro Human Physiol,1,"SHERIDAN, E",23,3,7,3,3,1,0,0,2,0,0,0,0,4,0,3.578947368
Fall 2019,BIOL,40,Anatomy and Physiology I,1,"CHEEMA, S",204,6,11,8,9,13,8,17,11,0,13,18,39,47,4,1.889542484
Fall 2019,BIOL,40,Anatomy and Physiology I,1A,"CHEEMA, S",23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
